pid,scenario,treatment,switching_point,inconsistent_choices,relevant,tediousness,test,pchosen,optionchosen,extra,scenariochosen,totaltask,vchosen,gender,age,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date,reservation_wage
1120,Scenario2,AFTER,7,0,26,9,1,6.5,2,30,2,45,6.5,Male,33,8.5,5,4,161,5,10,15,1527,26,2020-03-20T17:52:00Z,1.75
1121,Scenario1,BEFORE,16,0,27,10,1,6.75,1,15,2,30,4,Male,25,6,6,43,151,13,36,8,2086,29,2020-03-20T17:52:00Z,4
1121,Scenario2,BEFORE,17,0,27,10,1,6.75,1,15,2,30,4,Male,25,6,6,43,151,13,36,8,2086,29,2020-03-20T17:52:00Z,4.25
1122,Scenario1,AFTER,9,0,28,7,1,7,2,30,2,45,7,Female,32,9,7,3,106,6,11,22,1949,109,2020-03-20T17:52:00Z,2.25
1122,Scenario2,AFTER,9,1,28,7,1,7,2,30,2,45,7,Female,32,9,7,3,106,6,11,22,1949,109,2020-03-20T17:52:00Z,2.25
1123,Scenario1,BEFORE,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1123,Scenario2,BEFORE,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1124,Scenario1,AFTER,1,0,2,4,2,4.5,2,15,1,30,4.5,Male,53,6.5,20,83,178,53,70,7,1558,29,2020-08-18T07:22:00Z,0.25
1124,Scenario2,AFTER,1,0,2,4,2,4.5,2,15,1,30,4.5,Male,53,6.5,20,83,178,53,70,7,1558,29,2020-08-18T07:22:00Z,0.25
1125,Scenario1,BEFORE,1,0,3,8,2,4.75,2,15,1,30,4.75,Male,31,6.75,8,13,105,4,30,6,1380,45,2020-08-18T07:22:00Z,0.25
1125,Scenario2,BEFORE,1,0,3,8,2,4.75,2,15,1,30,4.75,Male,31,6.75,8,13,105,4,30,6,1380,45,2020-08-18T07:22:00Z,0.25
1126,Scenario1,AFTER,1,7,4,6,1,5,1,0,1,15,4,Male,37,6,16,35,180,21,43,12,911,30,2020-08-18T07:22:00Z,0.25
1126,Scenario2,AFTER,2,5,4,6,1,5,1,0,1,15,4,Male,37,6,16,35,180,21,43,12,911,30,2020-08-18T07:22:00Z,0.5
1127,Scenario1,BEFORE,2,7,5,9,1,5.25,1,0,1,15,4,Female,35,6,5,7,172,5,6,6,707,11,2020-08-18T07:22:00Z,0.5
1127,Scenario2,BEFORE,2,7,5,9,1,5.25,1,0,1,15,4,Female,35,6,5,7,172,5,6,6,707,11,2020-08-18T07:22:00Z,0.5
1128,Scenario1,AFTER,16,0,6,3,1,5.5,1,0,1,15,4,Male,34,6,20,12,152,13,40,8,769,22,2020-08-18T07:22:00Z,4
1128,Scenario2,AFTER,16,0,6,3,1,5.5,1,0,1,15,4,Male,34,6,20,12,152,13,40,8,769,22,2020-08-18T07:22:00Z,4
1129,Scenario1,BEFORE,6,0,7,7,1,5.75,2,15,1,30,5.75,Male,47,7.75,20,31,160,8,41,8,1389,41,2020-08-18T07:22:00Z,1.5
1129,Scenario2,BEFORE,8,0,7,7,1,5.75,2,15,1,30,5.75,Male,47,7.75,20,31,160,8,41,8,1389,41,2020-08-18T07:22:00Z,2
1130,Scenario1,AFTER,4,0,8,5,2,6,2,15,1,30,6,Male,27,8,11,16,164,12,23,10,1606,32,2020-08-18T07:22:00Z,1
1130,Scenario2,AFTER,4,0,8,5,2,6,2,15,1,30,6,Male,27,8,11,16,164,12,23,10,1606,32,2020-08-18T07:22:00Z,1
1131,Scenario1,BEFORE,1,5,9,10,NA,6.25,1,0,1,15,4,Female,55,6,17,33,174,6,33,12,806,25,2020-08-18T07:22:00Z,0.25
1131,Scenario2,BEFORE,3,4,9,10,NA,6.25,1,0,1,15,4,Female,55,6,17,33,174,6,33,12,806,25,2020-08-18T07:22:00Z,0.75
1132,Scenario1,AFTER,2,6,10,9,1,6.5,1,0,1,15,4,Male,30,6,4,6,281,4,10,6,738,12,2020-08-18T07:22:00Z,0.5
1132,Scenario2,AFTER,4,5,10,9,1,6.5,1,0,1,15,4,Male,30,6,4,6,281,4,10,6,738,12,2020-08-18T07:22:00Z,1
1133,Scenario1,BEFORE,4,5,11,10,2,6.75,2,15,1,30,6.75,Female,21,8.75,15,65,305,12,76,12,2449,32,2020-08-18T07:22:00Z,1
1133,Scenario2,BEFORE,17,0,11,10,2,6.75,2,15,1,30,6.75,Female,21,8.75,15,65,305,12,76,12,2449,32,2020-08-18T07:22:00Z,4.25
1134,Scenario1,AFTER,8,0,12,8,1,7,2,15,1,30,7,Female,23,9,13,399,459,17,58,6,3157,29,2020-08-18T07:22:00Z,2
1134,Scenario2,AFTER,11,0,12,8,1,7,2,15,1,30,7,Female,23,9,13,399,459,17,58,6,3157,29,2020-08-18T07:22:00Z,2.75
1135,Scenario1,BEFORE,17,0,13,4,2,7.25,1,0,1,15,4,Female,38,6,13,93,220,28,40,14,749,66,2020-08-18T07:22:00Z,4.25
1135,Scenario2,BEFORE,17,0,13,4,2,7.25,1,0,1,15,4,Female,38,6,13,93,220,28,40,14,749,66,2020-08-18T07:22:00Z,4.25
1136,Scenario1,AFTER,8,0,14,8,1,7.5,2,15,1,30,7.5,Female,39,9.5,23,88,104,11,55,19,1050,47,2020-08-18T07:22:00Z,2
1136,Scenario2,AFTER,9,0,14,8,1,7.5,2,15,1,30,7.5,Female,39,9.5,23,88,104,11,55,19,1050,47,2020-08-18T07:22:00Z,2.25
1137,Scenario1,BEFORE,2,3,15,6,2,7.75,2,15,1,30,7.75,Male,37,9.75,6,15,157,12,14,9,1256,27,2020-08-18T07:22:00Z,0.5
1137,Scenario2,BEFORE,2,2,15,6,2,7.75,2,15,1,30,7.75,Male,37,9.75,6,15,157,12,14,9,1256,27,2020-08-18T07:22:00Z,0.5
1138,Scenario1,AFTER,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1138,Scenario2,AFTER,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1139,Scenario1,BEFORE,1,2,17,7,1,4.25,1,15,2,30,4,Male,28,6,14,33,154,8,37,7,1113,14,2020-08-18T07:22:00Z,0.25
1139,Scenario2,BEFORE,16,0,17,7,1,4.25,1,15,2,30,4,Male,28,6,14,33,154,8,37,7,1113,14,2020-08-18T07:22:00Z,4
1140,Scenario1,AFTER,2,5,18,9,2,4.5,1,15,2,30,4,Male,50,6,11,17,143,8,21,9,1310,42,2020-08-18T07:22:00Z,0.5
1140,Scenario2,AFTER,8,1,18,9,2,4.5,1,15,2,30,4,Male,50,6,11,17,143,8,21,9,1310,42,2020-08-18T07:22:00Z,2
1141,Scenario1,BEFORE,1,6,19,6,2,4.75,2,30,2,45,4.75,Female,42,6.75,14,65,149,8,63,8,1663,20,2020-08-18T07:22:00Z,0.25
1141,Scenario2,BEFORE,1,5,19,6,2,4.75,2,30,2,45,4.75,Female,42,6.75,14,65,149,8,63,8,1663,20,2020-08-18T07:22:00Z,0.25
1142,Scenario1,AFTER,2,6,20,7,2,5,2,30,2,45,5,Female,21,7,18,62,728,14,21,12,2915,40,2020-08-18T07:22:00Z,0.5
1142,Scenario2,AFTER,1,7,20,7,2,5,2,30,2,45,5,Female,21,7,18,62,728,14,21,12,2915,40,2020-08-18T07:22:00Z,0.25
1143,Scenario1,BEFORE,2,3,21,3,2,5.25,2,30,2,45,5.25,Male,68,7.25,2152,56,191,68,57,13,2047,45,2020-08-18T07:22:00Z,0.5
1143,Scenario2,BEFORE,3,3,21,3,2,5.25,2,30,2,45,5.25,Male,68,7.25,2152,56,191,68,57,13,2047,45,2020-08-18T07:22:00Z,0.75
1144,Scenario1,AFTER,1,4,22,8,2,5.5,2,30,2,45,5.5,Male,30,7.5,42,40,186,16,43,8,1709,32,2020-08-18T07:22:00Z,0.25
1144,Scenario2,AFTER,1,4,22,8,2,5.5,2,30,2,45,5.5,Male,30,7.5,42,40,186,16,43,8,1709,32,2020-08-18T07:22:00Z,0.25
1145,Scenario1,BEFORE,1,5,23,8,1,5.75,1,15,2,30,4,Male,30,6,18,66,124,12,76,9,1017,31,2020-08-18T07:22:00Z,0.25
1145,Scenario2,BEFORE,4,3,23,8,1,5.75,1,15,2,30,4,Male,30,6,18,66,124,12,76,9,1017,31,2020-08-18T07:22:00Z,1
1146,Scenario1,AFTER,1,0,24,10,1,6,2,30,2,45,6,Male,34,8,12,15,634,8,28,15,2376,30,2020-08-18T07:22:00Z,0.25
1146,Scenario2,AFTER,2,7,24,10,1,6,2,30,2,45,6,Male,34,8,12,15,634,8,28,15,2376,30,2020-08-18T07:22:00Z,0.5
1147,Scenario1,BEFORE,1,4,25,9,1,6.25,2,30,2,45,6.25,Female,33,8.25,34,42,122,10,16,10,1623,45,2020-08-18T07:22:00Z,0.25
1147,Scenario2,BEFORE,2,5,25,9,1,6.25,2,30,2,45,6.25,Female,33,8.25,34,42,122,10,16,10,1623,45,2020-08-18T07:22:00Z,0.5
1148,Scenario1,AFTER,1,7,26,3,2,6.5,2,30,2,45,6.5,Female,40,8.5,11,45,295,8,6,12,2997,36,2020-08-18T07:22:00Z,0.25
1148,Scenario2,AFTER,2,7,26,3,2,6.5,2,30,2,45,6.5,Female,40,8.5,11,45,295,8,6,12,2997,36,2020-08-18T07:22:00Z,0.5
1149,Scenario1,BEFORE,2,6,27,9,1,6.75,2,30,2,45,6.75,Male,30,8.75,99,63,385,28,8,12,2345,23,2020-08-18T07:22:00Z,0.5
1149,Scenario2,BEFORE,3,6,27,9,1,6.75,2,30,2,45,6.75,Male,30,8.75,99,63,385,28,8,12,2345,23,2020-08-18T07:22:00Z,0.75
1150,Scenario1,AFTER,1,4,28,9,2,7,2,30,2,45,7,Male,25,9,53,112,464,20,34,8,1701,25,2020-08-18T07:22:00Z,0.25
1150,Scenario2,AFTER,1,5,28,9,2,7,2,30,2,45,7,Male,25,9,53,112,464,20,34,8,1701,25,2020-08-18T07:22:00Z,0.25
1151,Scenario1,BEFORE,10,0,29,8,1,7.25,2,30,2,45,7.25,NA,NA,NA,17,18,415,8,25,NA,NA,34,2020-08-18T07:22:00Z,2.5
1151,Scenario2,BEFORE,7,0,29,8,1,7.25,2,30,2,45,7.25,NA,NA,NA,17,18,415,8,25,NA,NA,34,2020-08-18T07:22:00Z,1.75
1152,Scenario1,AFTER,2,6,30,9,1,7.5,2,30,2,45,7.5,Male,27,9.5,116,9,99,5,6,15,2685,17,2020-08-18T07:22:00Z,0.5
1152,Scenario2,AFTER,1,5,30,9,1,7.5,2,30,2,45,7.5,Male,27,9.5,116,9,99,5,6,15,2685,17,2020-08-18T07:22:00Z,0.25
1153,Scenario1,BEFORE,1,0,31,9,2,7.75,2,30,2,45,7.75,Male,37,9.75,38,47,296,7,49,14,1839,36,2020-08-18T07:22:00Z,0.25
1153,Scenario2,BEFORE,1,0,31,9,2,7.75,2,30,2,45,7.75,Male,37,9.75,38,47,296,7,49,14,1839,36,2020-08-18T07:22:00Z,0.25
1154,Scenario1,AFTER,1,5,32,10,2,8,2,30,2,45,8,Female,32,10,9,25,206,8,106,8,2392,26,2020-08-18T07:22:00Z,0.25
1154,Scenario2,AFTER,1,5,32,10,2,8,2,30,2,45,8,Female,32,10,9,25,206,8,106,8,2392,26,2020-08-18T07:22:00Z,0.25
1155,Scenario1,BEFORE,1,5,1,8,2,4.25,2,15,1,30,4.25,Male,32,6.25,10,30,215,11,16,25,1399,27,2020-08-18T07:22:00Z,0.25
1155,Scenario2,BEFORE,6,2,1,8,2,4.25,2,15,1,30,4.25,Male,32,6.25,10,30,215,11,16,25,1399,27,2020-08-18T07:22:00Z,1.5
1156,Scenario1,AFTER,1,0,2,9,NA,4.5,2,15,1,30,4.5,NA,NA,NA,17,27,1570,18,39,NA,NA,36,2020-08-18T07:22:00Z,0.25
1156,Scenario2,AFTER,1,3,2,9,NA,4.5,2,15,1,30,4.5,NA,NA,NA,17,27,1570,18,39,NA,NA,36,2020-08-18T07:22:00Z,0.25
1157,Scenario1,BEFORE,2,6,3,9,1,4.75,1,0,1,15,4,Male,34,6,8,11,167,11,15,27,603,18,2020-08-18T07:22:00Z,0.5
1157,Scenario2,BEFORE,2,5,3,9,1,4.75,1,0,1,15,4,Male,34,6,8,11,167,11,15,27,603,18,2020-08-18T07:22:00Z,0.5
1158,Scenario1,AFTER,1,7,4,9,1,5,1,0,1,15,4,Male,30,6,75,924,285,13,18,35,931,27,2020-08-18T07:22:00Z,0.25
1158,Scenario2,AFTER,2,6,4,9,1,5,1,0,1,15,4,Male,30,6,75,924,285,13,18,35,931,27,2020-08-18T07:22:00Z,0.5
1159,Scenario1,AFTER,4,0,6,9,2,5.5,2,15,1,30,5.5,NA,NA,NA,62,23,252,10,30,NA,NA,26,2020-08-18T07:22:00Z,1
1159,Scenario2,AFTER,4,0,6,9,2,5.5,2,15,1,30,5.5,NA,NA,NA,62,23,252,10,30,NA,NA,26,2020-08-18T07:22:00Z,1
1160,Scenario1,BEFORE,6,0,7,9,1,5.75,2,15,1,30,5.75,Male,33,7.75,9,23,126,18,15,17,892,24,2020-08-18T07:22:00Z,1.5
1160,Scenario2,BEFORE,8,0,7,9,1,5.75,2,15,1,30,5.75,Male,33,7.75,9,23,126,18,15,17,892,24,2020-08-18T07:22:00Z,2
1161,Scenario1,AFTER,1,0,8,9,2,6,2,15,1,30,6,Female,41,8,7,7,250,5,52,7,2202,18,2020-08-18T07:22:00Z,0.25
1161,Scenario2,AFTER,1,0,8,9,2,6,2,15,1,30,6,Female,41,8,7,7,250,5,52,7,2202,18,2020-08-18T07:22:00Z,0.25
1162,Scenario1,BEFORE,4,0,9,8,2,6.25,2,15,1,30,6.25,Male,47,8.25,11,70,150,18,31,7,1329,17,2020-08-18T07:22:00Z,1
1162,Scenario2,BEFORE,8,0,9,8,2,6.25,2,15,1,30,6.25,Male,47,8.25,11,70,150,18,31,7,1329,17,2020-08-18T07:22:00Z,2
1163,Scenario1,AFTER,1,0,10,9,1,6.5,2,15,1,30,6.5,Male,45,8.5,26,44,155,9,10,8,1812,64,2020-08-18T07:22:00Z,0.25
1163,Scenario2,AFTER,17,0,10,9,1,6.5,2,15,1,30,6.5,Male,45,8.5,26,44,155,9,10,8,1812,64,2020-08-18T07:22:00Z,4.25
1164,Scenario1,BEFORE,2,6,11,9,NA,6.75,2,15,1,30,6.75,Male,36,8.75,14,72,167,5,11,8,1225,24,2020-08-18T07:22:00Z,0.5
1164,Scenario2,BEFORE,2,6,11,9,NA,6.75,2,15,1,30,6.75,Male,36,8.75,14,72,167,5,11,8,1225,24,2020-08-18T07:22:00Z,0.5
1165,Scenario1,AFTER,2,7,12,9,2,7,2,15,1,30,7,Male,28,9,10,26,128,7,19,10,1243,24,2020-08-18T07:22:00Z,0.5
1165,Scenario2,AFTER,1,8,12,9,2,7,2,15,1,30,7,Male,28,9,10,26,128,7,19,10,1243,24,2020-08-18T07:22:00Z,0.25
1166,Scenario1,BEFORE,1,0,13,10,NA,7.25,2,15,1,30,7.25,Female,68,9.25,28,87,211,27,11,13,2660,556,2020-08-18T07:22:00Z,0.25
1166,Scenario2,BEFORE,1,0,13,10,NA,7.25,2,15,1,30,7.25,Female,68,9.25,28,87,211,27,11,13,2660,556,2020-08-18T07:22:00Z,0.25
1167,Scenario1,AFTER,1,1,14,5,2,7.5,1,0,1,15,4,Male,32,6,30,68,133,12,40,9,564,23,2020-08-18T07:22:00Z,0.25
1167,Scenario2,AFTER,1,3,14,5,2,7.5,1,0,1,15,4,Male,32,6,30,68,133,12,40,9,564,23,2020-08-18T07:22:00Z,0.25
1168,Scenario1,BEFORE,8,0,15,7,1,7.75,2,15,1,30,7.75,Female,33,9.75,20,32,249,5,29,4,3131,73,2020-08-18T07:22:00Z,2
1168,Scenario2,BEFORE,10,0,15,7,1,7.75,2,15,1,30,7.75,Female,33,9.75,20,32,249,5,29,4,3131,73,2020-08-18T07:22:00Z,2.5
1169,Scenario1,AFTER,11,0,16,8,1,8,2,15,1,30,8,Male,28,10,16,17,138,7,23,10,1144,37,2020-08-18T07:22:00Z,2.75
1169,Scenario2,AFTER,3,0,16,8,1,8,2,15,1,30,8,Male,28,10,16,17,138,7,23,10,1144,37,2020-08-18T07:22:00Z,0.75
1170,Scenario1,BEFORE,1,0,17,7,2,4.25,1,15,2,30,4,Male,38,6,14,72,142,8,11,9,868,19,2020-08-18T07:22:00Z,0.25
1170,Scenario2,BEFORE,8,0,17,7,2,4.25,1,15,2,30,4,Male,38,6,14,72,142,8,11,9,868,19,2020-08-18T07:22:00Z,2
1171,Scenario1,AFTER,7,0,18,6,2,4.5,1,15,2,30,4,Female,48,6,11,146,174,11,57,15,1016,56,2020-08-18T07:22:00Z,1.75
1171,Scenario2,AFTER,10,0,18,6,2,4.5,1,15,2,30,4,Female,48,6,11,146,174,11,57,15,1016,56,2020-08-18T07:22:00Z,2.5
1172,Scenario1,BEFORE,8,0,19,10,1,4.75,1,15,2,30,4,Female,23,6,18,11,84,5,6,4,1052,36,2020-08-18T07:22:00Z,2
1172,Scenario2,BEFORE,17,0,19,10,1,4.75,1,15,2,30,4,Female,23,6,18,11,84,5,6,4,1052,36,2020-08-18T07:22:00Z,4.25
1173,Scenario1,AFTER,4,1,20,4,1,5,1,15,2,30,4,Male,33,6,17,73,226,14,54,8,931,27,2020-08-18T07:22:00Z,1
1173,Scenario2,AFTER,16,0,20,4,1,5,1,15,2,30,4,Male,33,6,17,73,226,14,54,8,931,27,2020-08-18T07:22:00Z,4
1174,Scenario1,BEFORE,1,0,21,7,2,5.25,2,30,2,45,5.25,NA,NA,NA,8,43,149,6,28,NA,NA,31,2020-08-18T07:22:00Z,0.25
1174,Scenario2,BEFORE,1,0,21,7,2,5.25,2,30,2,45,5.25,NA,NA,NA,8,43,149,6,28,NA,NA,31,2020-08-18T07:22:00Z,0.25
1175,Scenario1,AFTER,2,5,22,10,2,5.5,2,30,2,45,5.5,Male,58,7.5,44,79,133,9,27,10,3297,24,2020-08-18T07:22:00Z,0.5
1175,Scenario2,AFTER,1,5,22,10,2,5.5,2,30,2,45,5.5,Male,58,7.5,44,79,133,9,27,10,3297,24,2020-08-18T07:22:00Z,0.25
1176,Scenario1,BEFORE,2,5,23,6,1,5.75,1,15,2,30,4,NA,NA,NA,7,4,705,7,11,NA,NA,55,2020-08-18T07:22:00Z,0.5
1176,Scenario2,BEFORE,2,7,23,6,1,5.75,1,15,2,30,4,NA,NA,NA,7,4,705,7,11,NA,NA,55,2020-08-18T07:22:00Z,0.5
1177,Scenario1,AFTER,8,0,24,8,2,6,1,15,2,30,4,Male,34,6,12,16,115,12,40,6,943,22,2020-08-18T07:22:00Z,2
1177,Scenario2,AFTER,10,0,24,8,2,6,1,15,2,30,4,Male,34,6,12,16,115,12,40,6,943,22,2020-08-18T07:22:00Z,2.5
1178,Scenario1,BEFORE,1,4,25,9,2,6.25,2,30,2,45,6.25,Male,27,8.25,84,107,159,11,29,15,1985,36,2020-08-18T07:22:00Z,0.25
1178,Scenario2,BEFORE,1,5,25,9,2,6.25,2,30,2,45,6.25,Male,27,8.25,84,107,159,11,29,15,1985,36,2020-08-18T07:22:00Z,0.25
1179,Scenario1,AFTER,2,4,26,7,2,6.5,2,30,2,45,6.5,Female,28,8.5,124,35,336,10,12,10,3771,26,2020-08-18T07:22:00Z,0.5
1179,Scenario2,AFTER,2,6,26,7,2,6.5,2,30,2,45,6.5,Female,28,8.5,124,35,336,10,12,10,3771,26,2020-08-18T07:22:00Z,0.5
1180,Scenario1,BEFORE,1,0,27,5,2,6.75,1,15,2,30,4,Female,26,6,36,68,205,53,128,56,1403,34,2020-08-18T07:22:00Z,0.25
1180,Scenario2,BEFORE,17,0,27,5,2,6.75,1,15,2,30,4,Female,26,6,36,68,205,53,128,56,1403,34,2020-08-18T07:22:00Z,4.25
1181,Scenario1,AFTER,17,0,28,4,NA,7,1,15,2,30,4,Male,34,6,16,37,96,15,27,5,1222,16,2020-08-18T07:22:00Z,4.25
1181,Scenario2,AFTER,17,0,28,4,NA,7,1,15,2,30,4,Male,34,6,16,37,96,15,27,5,1222,16,2020-08-18T07:22:00Z,4.25
1182,Scenario1,BEFORE,6,0,29,9,2,7.25,2,30,2,45,7.25,Male,32,9.25,23,35,111,8,18,7,1624,39,2020-08-18T07:22:00Z,1.5
1182,Scenario2,BEFORE,6,0,29,9,2,7.25,2,30,2,45,7.25,Male,32,9.25,23,35,111,8,18,7,1624,39,2020-08-18T07:22:00Z,1.5
1183,Scenario1,AFTER,2,4,30,9,2,7.5,2,30,2,45,7.5,Male,35,9.5,7,7,513,7,14,23,3054,20,2020-08-18T07:22:00Z,0.5
1183,Scenario2,AFTER,2,4,30,9,2,7.5,2,30,2,45,7.5,Male,35,9.5,7,7,513,7,14,23,3054,20,2020-08-18T07:22:00Z,0.5
1184,Scenario1,BEFORE,2,7,31,6,1,7.75,1,15,2,30,4,Female,29,6,7,34,514,8,9,7,2740,12,2020-08-18T07:22:00Z,0.5
1184,Scenario2,BEFORE,2,7,31,6,1,7.75,1,15,2,30,4,Female,29,6,7,34,514,8,9,7,2740,12,2020-08-18T07:22:00Z,0.5
1185,Scenario1,AFTER,1,5,32,10,2,8,2,30,2,45,8,NA,NA,NA,57,203,884,4,52,NA,NA,30,2020-08-18T07:22:00Z,0.25
1185,Scenario2,AFTER,2,3,32,10,2,8,2,30,2,45,8,NA,NA,NA,57,203,884,4,52,NA,NA,30,2020-08-18T07:22:00Z,0.5
1186,Scenario1,BEFORE,2,4,1,8,1,4.25,1,0,1,15,4,Male,32,6,8,26,158,8,14,10,789,31,2020-08-18T07:22:00Z,0.5
1186,Scenario2,BEFORE,3,3,1,8,1,4.25,1,0,1,15,4,Male,32,6,8,26,158,8,14,10,789,31,2020-08-18T07:22:00Z,0.75
1187,Scenario1,AFTER,1,4,2,10,2,4.5,2,15,1,30,4.5,Female,68,6.5,37,11,2074,8,13,10,1598,35,2020-08-18T07:22:00Z,0.25
1187,Scenario2,AFTER,2,7,2,10,2,4.5,2,15,1,30,4.5,Female,68,6.5,37,11,2074,8,13,10,1598,35,2020-08-18T07:22:00Z,0.5
1188,Scenario1,BEFORE,1,5,3,10,2,4.75,1,0,1,15,4,Female,32,6,5,16,286,7,13,11,3064,51,2020-08-18T07:22:00Z,0.25
1188,Scenario2,BEFORE,3,5,3,10,2,4.75,1,0,1,15,4,Female,32,6,5,16,286,7,13,11,3064,51,2020-08-18T07:22:00Z,0.75
1189,Scenario1,AFTER,8,0,4,6,NA,5,1,0,1,15,4,Male,22,6,28,51,102,13,42,6,494,24,2020-08-18T07:22:00Z,2
1189,Scenario2,AFTER,17,0,4,6,NA,5,1,0,1,15,4,Male,22,6,28,51,102,13,42,6,494,24,2020-08-18T07:22:00Z,4.25
1190,Scenario1,BEFORE,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1190,Scenario2,BEFORE,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1191,Scenario1,AFTER,1,0,6,10,2,5.5,2,15,1,30,5.5,Female,59,7.5,206,266,217,16,49,14,2824,33,2020-08-18T07:22:00Z,0.25
1191,Scenario2,AFTER,1,2,6,10,2,5.5,2,15,1,30,5.5,Female,59,7.5,206,266,217,16,49,14,2824,33,2020-08-18T07:22:00Z,0.25
1192,Scenario1,BEFORE,1,6,7,10,2,5.75,1,0,1,15,4,Male,55,6,5,9,228,5,16,7,1375,21,2020-08-18T07:22:00Z,0.25
1192,Scenario2,BEFORE,2,7,7,10,2,5.75,1,0,1,15,4,Male,55,6,5,9,228,5,16,7,1375,21,2020-08-18T07:22:00Z,0.5
1193,Scenario1,AFTER,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1193,Scenario2,AFTER,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,2020-08-18T07:22:00Z,NA
1194,Scenario1,BEFORE,4,0,9,7,2,6.25,2,15,1,30,6.25,Male,37,8.25,615,156,339,9,147,8,1540,100,2020-08-18T07:22:00Z,1
1194,Scenario2,BEFORE,4,0,9,7,2,6.25,2,15,1,30,6.25,Male,37,8.25,615,156,339,9,147,8,1540,100,2020-08-18T07:22:00Z,1
1195,Scenario1,AFTER,4,0,10,1,2,6.5,2,15,1,30,6.5,Male,40,8.5,17,148,221,4,51,5,1355,23,2020-08-18T07:22:00Z,1
1195,Scenario2,AFTER,4,0,10,1,2,6.5,2,15,1,30,6.5,Male,40,8.5,17,148,221,4,51,5,1355,23,2020-08-18T07:22:00Z,1
1196,Scenario1,BEFORE,17,0,11,8,1,6.75,1,0,1,15,4,Male,28,6,9,5,105,5,5,10,615,15,2020-08-18T07:22:00Z,4.25
1196,Scenario2,BEFORE,17,0,11,8,1,6.75,1,0,1,15,4,Male,28,6,9,5,105,5,5,10,615,15,2020-08-18T07:22:00Z,4.25
1197,Scenario1,AFTER,17,0,12,9,1,7,1,0,1,15,4,Female,25,6,14,28,263,6,48,6,931,21,2020-08-18T07:22:00Z,4.25
1197,Scenario2,AFTER,17,0,12,9,1,7,1,0,1,15,4,Female,25,6,14,28,263,6,48,6,931,21,2020-08-18T07:22:00Z,4.25
1198,Scenario1,BEFORE,4,0,13,9,2,7.25,2,15,1,30,7.25,Female,32,9.25,5,4,88,4,9,6,1221,14,2020-08-18T07:22:00Z,1
1198,Scenario2,BEFORE,3,0,13,9,2,7.25,2,15,1,30,7.25,Female,32,9.25,5,4,88,4,9,6,1221,14,2020-08-18T07:22:00Z,0.75
1199,Scenario1,AFTER,1,5,14,9,1,7.5,1,0,1,15,4,Male,29,6,14,72,321,11,25,13,726,58,2020-08-18T07:22:00Z,0.25
1199,Scenario2,AFTER,4,2,14,9,1,7.5,1,0,1,15,4,Male,29,6,14,72,321,11,25,13,726,58,2020-08-18T07:22:00Z,1
1200,Scenario1,BEFORE,2,7,15,9,1,7.75,1,0,1,15,4,Female,30,6,52,62,164,67,59,11,813,32,2020-08-18T07:22:00Z,0.5
1200,Scenario2,BEFORE,2,6,15,9,1,7.75,1,0,1,15,4,Female,30,6,52,62,164,67,59,11,813,32,2020-08-18T07:22:00Z,0.5
1201,Scenario1,AFTER,8,0,16,10,1,8,2,15,1,30,8,Female,45,10,62,47,213,11,47,5,4696,25,2020-08-18T07:22:00Z,2
1201,Scenario2,AFTER,8,0,16,10,1,8,2,15,1,30,8,Female,45,10,62,47,213,11,47,5,4696,25,2020-08-18T07:22:00Z,2
1202,Scenario1,BEFORE,17,0,17,5,1,4.25,1,15,2,30,4,Male,34,6,31,151,150,29,44,10,1768,32,2020-08-18T07:22:00Z,4.25
1202,Scenario2,BEFORE,17,0,17,5,1,4.25,1,15,2,30,4,Male,34,6,31,151,150,29,44,10,1768,32,2020-08-18T07:22:00Z,4.25
1203,Scenario1,AFTER,5,1,18,8,1,4.5,1,15,2,30,4,Female,60,6,11,83,158,8,22,7,1449,44,2020-08-18T07:22:00Z,1.25
